"","slope","season","species","range_min","range_max","range_mean","range_sd","temp_mean","temp_sd"
"Spinus pinus71","California_Sierra_Nevada","winter","Spinus pinus",200,2000,1053.95098196819,505.191118801813,8.1900269434862,2.85529612248891
"Spinus psaltria111","California_Sierra_Nevada","winter","Spinus psaltria",0,1200,640.743006777325,344.297231469294,10.4624176324766,1.66901594174171
"Spinus tristis51","California_Sierra_Nevada","winter","Spinus tristis",0,2200,661.960166705641,982.222956150787,9.98875298400859,5.5297346845694
"Sturnella neglecta41","California_Sierra_Nevada","winter","Sturnella neglecta",0,600,283.533467687723,218.288634848348,12.088707060031,0.973629495633815
"Thryomanes bewickii7","California_Sierra_Nevada","winter","Thryomanes bewickii",0,2000,770.963019936399,571.32224286487,9.6628918149166,3.07694442805663
"Toxostoma redivivum1","California_Sierra_Nevada","winter","Toxostoma redivivum",400,1400,922.823245075348,293.988238022265,9.07628780562541,1.55289881468852
"Troglodytes aedon141","California_Sierra_Nevada","winter","Troglodytes aedon",0,1800,658.847140589784,663.292863142621,10.2004907037567,3.4424571292716
"Troglodytes pacificus41","California_Sierra_Nevada","winter","Troglodytes pacificus",1000,2400,1739.1108660626,381.354773547781,4.05736863692331,2.57450019704436
"Turdus migratorius91","California_Sierra_Nevada","winter","Turdus migratorius",0,2400,1086.02128796027,641.853826886204,7.91659242211998,3.69453070344958
"Vireo huttoni6","California_Sierra_Nevada","winter","Vireo huttoni",2800,3000,2641.14309541344,1641.04940702614,-1.72509236930207,10.2114534717192
"Zonotrichia albicollis5","California_Sierra_Nevada","winter","Zonotrichia albicollis",0,1000,543.924616145051,361.970896365098,10.9772849428607,1.56248320111117
"Zonotrichia atricapilla3","California_Sierra_Nevada","winter","Zonotrichia atricapilla",0,3000,1650.72906892709,1468.2761727559,4.32137819299962,8.92766392113776
"Zonotrichia leucophrys7","California_Sierra_Nevada","winter","Zonotrichia leucophrys",0,2400,589.052993500205,504.556562476331,10.6167321060726,2.62395825367195
"Accipiter nisus41","S_Nevada","winter","Accipiter nisus",200,1600,1086.91327133153,454.53178844778,8.53188922668554,2.54730691186364
"Aegithalos caudatus41","S_Nevada","winter","Aegithalos caudatus",600,2000,1367.60549702179,439.909012691215,6.94236793151282,2.48830895313942
"Alauda arvensis31","S_Nevada","winter","Alauda arvensis",200,1200,745.879477425614,347.026285706675,10.4541731406637,1.94449998101703
"Alectoris rufa2","S_Nevada","winter","Alectoris rufa",200,2000,1132.95922143263,538.418570587341,8.25060588661493,3.00620568534042
"Anthus pratensis3","S_Nevada","winter","Anthus pratensis",200,2200,978.681466707495,584.90534158926,9.110511593408,3.32867496654563
"Anthus spinoletta4","S_Nevada","winter","Anthus spinoletta",600,800,677.911667919778,306.57817014886,10.8568157623053,1.5930269212534
"Aquila chrysaetos71","S_Nevada","winter","Aquila chrysaetos",400,2200,1481.63420117154,426.606010090407,6.27453972139043,2.45647288285033
"Aquila fasciata3","S_Nevada","winter","Aquila fasciata",400,1600,1137.7721850338,402.993890278534,8.2477959855249,2.26873738091663
"Burhinus oedicnemus1","S_Nevada","winter","Burhinus oedicnemus",200,1200,511.953267277918,312.164433016104,11.7350889933873,1.67596072579026
"Buteo buteo5","S_Nevada","winter","Buteo buteo",200,1600,901.215530958619,465.501559716328,9.58059517704042,2.61569424143065
"Carduelis carduelis51","S_Nevada","winter","Carduelis carduelis",200,2800,1230.00103376126,717.008171659483,7.62841117924267,4.28141584731344
"Certhia brachydactyla41","S_Nevada","winter","Certhia brachydactyla",600,2200,1518.33671973929,481.160153263589,6.06698038735235,2.75931791801562
"Cettia cetti31","S_Nevada","winter","Cettia cetti",200,1600,810.016261998096,379.480477968597,10.0952308251827,2.13228291011613
"Chloris chloris41","S_Nevada","winter","Chloris chloris",200,2200,1094.00916417283,572.867744408799,8.45983940462667,3.25713415727773
"Cisticola juncidis31","S_Nevada","winter","Cisticola juncidis",200,1000,589.852745505286,217.321269940103,11.3226920572549,1.17401405405915
"Coccothraustes coccothraustes2","S_Nevada","winter","Coccothraustes coccothraustes",400,1800,1270.62221319318,402.632275156977,7.48851243379492,2.28565893261218
"Columba palumbus41","S_Nevada","winter","Columba palumbus",200,2200,969.886474977533,502.455174121462,9.18208397125558,2.84546007277574
"Corvus corax131","S_Nevada","winter","Corvus corax",400,2800,1853.50625636439,839.413626066158,3.90442572263732,5.15143890604345
"Curruca melanocephala2","S_Nevada","winter","Curruca melanocephala",200,1800,824.079907444767,436.847372921942,9.98116744000887,2.42206519049823
"Curruca undata","S_Nevada","winter","Curruca undata",200,1800,1092.1807066834,570.20841269549,8.46994624941953,3.19924501878477
"Cyanistes caeruleus41","S_Nevada","winter","Cyanistes caeruleus",400,2800,1519.4605989235,607.079966037862,5.99400399847192,3.6249064048671
"Cyanopica cooki1","S_Nevada","winter","Cyanopica cooki",400,1600,987.029687941264,360.221588748709,9.10100433439063,2.03306026466543
"Dendrocopos major41","S_Nevada","winter","Dendrocopos major",600,2800,1716.87000846559,610.462138330215,4.8159871810857,3.72427454543651
"Elanus caeruleus11","S_Nevada","winter","Elanus caeruleus",400,1000,680.151029105998,218.391178980894,10.82892884221,1.25994657691283
"Emberiza calandra11","S_Nevada","winter","Emberiza calandra",400,1800,1115.86264739508,450.873321214437,8.36254869225184,2.55330896841836
"Emberiza cia21","S_Nevada","winter","Emberiza cia",600,2800,1710.86783626709,567.89968175721,4.8759892555158,3.45614556537938
"Emberiza cirlus11","S_Nevada","winter","Emberiza cirlus",800,2000,1529.86971448218,391.263803450979,6.01579214842038,2.21209875769138
"Erithacus rubecula41","S_Nevada","winter","Erithacus rubecula",200,2800,1272.41050316759,651.959797484344,7.40705347142329,3.81449918425656
"Estrilda astrild31","S_Nevada","winter","Estrilda astrild",200,800,639.741854887206,223.403277816784,11.0675363535908,1.18999011424734
"Falco peregrinus171","S_Nevada","winter","Falco peregrinus",400,1600,1176.65810738864,364.522801379004,8.02769989045942,2.05511125499612
"Falco tinnunculus41","S_Nevada","winter","Falco tinnunculus",200,2200,829.481550251135,516.919439686572,9.94739420313532,2.92710982161731
"Fringilla coelebs41","S_Nevada","winter","Fringilla coelebs",200,2800,1475.64869760961,656.611740109823,6.23228278222011,3.87836876081931
"Galerida cristata11","S_Nevada","winter","Galerida cristata",200,1400,815.022477051352,326.731260970279,10.064862068117,1.83000376700838
"Galerida theklae1","S_Nevada","winter","Galerida theklae",200,1600,697.236739843206,485.774970777822,10.6787427210508,2.66916247218189
"Garrulus glandarius41","S_Nevada","winter","Garrulus glandarius",600,2800,1640.21121194348,638.385943511157,5.26791306136492,3.90928808014774
"Gyps fulvus31","S_Nevada","winter","Gyps fulvus",800,2200,1391.45616356106,393.872973837114,6.79866284048699,2.25268603718934
"Lanius meridionalis1","S_Nevada","winter","Lanius meridionalis",200,2200,1120.92446749626,624.149990618053,8.29269934895718,3.54361668574877
"Linaria cannabina21","S_Nevada","winter","Linaria cannabina",200,2800,1444.38895594004,846.831787477025,6.32879522370103,5.10738298899065
"Lophophanes cristatus41","S_Nevada","winter","Lophophanes cristatus",600,2800,1756.91660832124,560.158462554934,4.6086159955709,3.40189108647166
"Loxia curvirostra91","S_Nevada","winter","Loxia curvirostra",800,2400,1777.0927025431,523.228021430824,4.53318791700983,3.06244076390724
"Lullula arborea11","S_Nevada","winter","Lullula arborea",800,2200,1650.39627376695,671.297207384084,5.25447306561526,3.88836740433932
"Monticola solitarius5","S_Nevada","winter","Monticola solitarius",200,1800,959.743470776185,535.429268830656,9.21992622495953,3.01134616082639
"Oenanthe leucura1","S_Nevada","winter","Oenanthe leucura",200,1600,828.13080605853,557.654548762341,9.97449509778739,3.10677923642009
"Parus major41","S_Nevada","winter","Parus major",200,2800,1364.73046696792,648.471765480971,6.88476360746675,3.80101427911914
"Passer hispaniolensis","S_Nevada","winter","Passer hispaniolensis",400,1200,697.180932391232,280.577081133187,10.7403265953754,1.59399909994642
"Passer montanus31","S_Nevada","winter","Passer montanus",200,1200,724.305682622681,298.285087774085,10.5839069594481,1.65942651381004
"Periparus ater41","S_Nevada","winter","Periparus ater",600,2800,1872.99181740823,561.425585401583,3.90043605159277,3.43388855846116
"Petronia petronia11","S_Nevada","winter","Petronia petronia",400,2200,1503.80152189879,556.156906019571,6.11797233703352,3.21855789025881
"Phoenicurus ochruros41","S_Nevada","winter","Phoenicurus ochruros",200,2200,1095.00480180089,562.242699725497,8.4524384634504,3.18474294836685
"Phylloscopus collybita4","S_Nevada","winter","Phylloscopus collybita",200,2800,1193.08099900861,762.869640476876,7.83028700700146,4.47956342298416
"Picus sharpei31","S_Nevada","winter","Picus sharpei",400,2800,1652.66730538228,718.522203158916,5.1608617873222,4.3749231574578
"Prunella collaris21","S_Nevada","winter","Prunella collaris",1200,2800,2270.21080887842,518.469261763189,1.41669284431962,3.30751771226692
"Prunella modularis31","S_Nevada","winter","Prunella modularis",400,1400,822.960718566761,369.153985825779,10.0293507806035,2.08749979216895
"Ptyonoprogne rupestris31","S_Nevada","winter","Ptyonoprogne rupestris",200,1600,1034.1984501665,448.734421667883,8.81988902244059,2.50414802976549
"Pyrrhocorax pyrrhocorax21","S_Nevada","winter","Pyrrhocorax pyrrhocorax",400,2400,1575.76122097162,567.221007002082,5.68707780433317,3.33421198216747
"Regulus ignicapilla41","S_Nevada","winter","Regulus ignicapilla",600,2200,1605.49354521005,459.16642326704,5.57537898634129,2.63794574923003
"Saxicola rubicola31","S_Nevada","winter","Saxicola rubicola",200,2400,1005.08635277381,713.549927192138,8.91091280075227,4.09931030577209
"Serinus serinus11","S_Nevada","winter","Serinus serinus",200,2800,1239.92016427007,836.663862746261,7.51270771423854,5.0005911552262
"Sitta europaea41","S_Nevada","winter","Sitta europaea",800,2800,1811.79321840152,562.387753896866,4.26497177366152,3.49312363354551
"Spinus spinus4","S_Nevada","winter","Spinus spinus",400,2800,1705.09169013795,686.618656559391,4.88438706300543,4.11796749615389
"Sturnus unicolor11","S_Nevada","winter","Sturnus unicolor",200,1600,787.916430635758,410.356179905242,10.1914229401309,2.26496031556691
"Sylvia atricapilla31","S_Nevada","winter","Sylvia atricapilla",200,1800,898.107529224384,464.365018647861,9.56939703659674,2.58200430310538
"Troglodytes troglodytes41","S_Nevada","winter","Troglodytes troglodytes",400,2000,1332.17330440797,480.414264505692,7.14653139042766,2.71572912435878
"Turdus iliacus4","S_Nevada","winter","Turdus iliacus",600,2200,1442.39615897834,445.896382690125,6.50945380502242,2.54682591824755
"Turdus merula51","S_Nevada","winter","Turdus merula",200,2200,1179.297712169,531.497629437452,7.99282458126863,3.01197403603941
"Turdus philomelos4","S_Nevada","winter","Turdus philomelos",200,2000,924.267972672921,518.943278326105,9.42155278737772,2.89234247393468
"Turdus torquatus1","S_Nevada","winter","Turdus torquatus",1200,2200,1693.20675173411,341.555057942669,5.05751833369469,2.0015705894177
"Turdus viscivorus41","S_Nevada","winter","Turdus viscivorus",600,2200,1572.4003188533,445.871694275183,5.74438812233767,2.57479714579837
"Upupa epops21","S_Nevada","winter","Upupa epops",200,2200,777.593170282432,669.408881191313,10.2066007765693,3.79918875410319
"Accipiter badius3","Southern_Ghats_East","winter","Accipiter badius",0,2200,538.953615094609,557.912994540801,24.8406197120278,3.57233778419922
"Accipiter trivirgatus4","Southern_Ghats_East","winter","Accipiter trivirgatus",400,2000,1436.0790404035,612.005806015485,19.0465688641477,3.94329894794291
"Accipiter virgatus4","Southern_Ghats_East","winter","Accipiter virgatus",800,2000,1267.3858596252,464.600275518072,20.0708104208665,2.93500106107526
"Acridotheres fuscus3","Southern_Ghats_East","winter","Acridotheres fuscus",400,2400,1683.5451822793,677.459724587683,17.412831605393,4.39909354359651
"Aegithina tiphia2","Southern_Ghats_East","winter","Aegithina tiphia",0,1800,765.108920462451,472.478668072819,23.4274373123822,3.12646272409359
"Aerodramus unicolor2","Southern_Ghats_East","winter","Aerodramus unicolor",400,2400,1122.55815534887,565.618409588289,21.0513124270866,3.67732452533126
"Alcippe poioicephala2","Southern_Ghats_East","winter","Alcippe poioicephala",400,2200,1269.8479624838,374.061256801365,20.0451835163405,2.43739142246364
"Anthus rufulus2","Southern_Ghats_East","winter","Anthus rufulus",0,1800,381.913899449165,504.208845615953,25.7801076150219,3.17934775296772
"Aquila fasciata1","Southern_Ghats_East","winter","Aquila fasciata",0,2000,1319.01181577098,809.11859361876,19.7689582689943,5.11035807021389
"Arachnothera longirostra2","Southern_Ghats_East","winter","Arachnothera longirostra",400,1800,1236.13921914683,298.387954884833,20.2491545466511,1.93296459367419
"Argya affinis2","Southern_Ghats_East","winter","Argya affinis",0,1800,429.097099958573,433.942480106721,25.5214833443627,2.71565885726708
"Argya malcolmi1","Southern_Ghats_East","winter","Argya malcolmi",0,800,363.369185526499,289.117755770345,26.0636642006198,1.8200418947998
"Argya striata3","Southern_Ghats_East","winter","Argya striata",400,2200,1050.11788454925,540.931159379696,21.5461784744099,3.54877193872553
"Argya subrufa2","Southern_Ghats_East","winter","Argya subrufa",600,2000,1168.95423770431,468.63122417138,20.7318405225354,3.01628451728766
"Artamus fuscus2","Southern_Ghats_East","winter","Artamus fuscus",0,1600,606.829010711786,459.170479040489,24.4314527386067,3.00125431230489
"Burhinus indicus","Southern_Ghats_East","winter","Burhinus indicus",0,600,232.532662523953,303.974155177185,26.6864354569449,1.57180759818666
"Butastur teesa","Southern_Ghats_East","winter","Butastur teesa",0,1200,259.41793138237,322.265801404056,26.5722941534027,1.97505539450762
"Cacomantis passerinus","Southern_Ghats_East","winter","Cacomantis passerinus",0,1800,678.515144114777,436.039526856232,23.9698503653556,2.85035265478732
"Carpodacus erythrinus2","Southern_Ghats_East","winter","Carpodacus erythrinus",600,2600,1787.75895653869,745.254081714225,16.8726909250491,4.67832480862977
"Cecropis daurica4","Southern_Ghats_East","winter","Cecropis daurica",0,2200,844.532094595815,587.641848189693,22.8612237261634,3.82324881507183
"Centropus sinensis3","Southern_Ghats_East","winter","Centropus sinensis",0,2400,641.6756804764,715.174245320032,24.1521478336615,4.59090210027611
"Chalcophaps indica4","Southern_Ghats_East","winter","Chalcophaps indica",400,2200,1198.22056149789,452.99403221779,20.5331169073953,2.95787714115769
"Chloropsis aurifrons2","Southern_Ghats_East","winter","Chloropsis aurifrons",200,1800,879.837989680372,484.536027869837,22.6524317914098,3.1899481404615
"Chloropsis jerdoni2","Southern_Ghats_East","winter","Chloropsis jerdoni",200,1600,732.5252515857,394.401232342575,23.6386674885329,2.64067581911162
"Cinnyris asiaticus3","Southern_Ghats_East","winter","Cinnyris asiaticus",0,2200,515.733108256863,532.84298436126,24.9632826998658,3.39614060450231
"Cinnyris lotenius2","Southern_Ghats_East","winter","Cinnyris lotenius",0,2000,729.87025311961,521.928740507846,23.6048583343152,3.3625586283673
"Circaetus gallicus6","Southern_Ghats_East","winter","Circaetus gallicus",0,1800,533.443894159607,505.348584694227,24.8723658170196,3.23043882053599
"Cisticola juncidis41","Southern_Ghats_East","winter","Cisticola juncidis",0,600,161.868697572621,251.209220403402,27.0695330787965,1.2459965648602
"Clamator jacobinus2","Southern_Ghats_East","winter","Clamator jacobinus",0,1400,340.454978037576,358.012031716095,26.0538633503477,2.17888129650531
"Columba elphinstonii2","Southern_Ghats_East","winter","Columba elphinstonii",800,2400,1774.46457231358,485.44126129889,16.8409396406006,3.10694283214968
"Copsychus fulicatus3","Southern_Ghats_East","winter","Copsychus fulicatus",0,2200,508.130965803203,467.392681164616,25.0235952355798,2.93822867009917
"Copsychus malabaricus4","Southern_Ghats_East","winter","Copsychus malabaricus",200,800,627.277643233291,196.796121329173,24.3698481589943,1.37031339728924
"Copsychus saularis4","Southern_Ghats_East","winter","Copsychus saularis",0,2200,1087.10560926449,695.217622175518,21.3172809925108,4.53148891718754
"Coracina macei3","Southern_Ghats_East","winter","Coracina macei",400,1200,668.817188497287,292.980490616998,24.0843308284165,1.99295559355933
"Corvus macrorhynchos5","Southern_Ghats_East","winter","Corvus macrorhynchos",0,2400,1253.22285828388,959.794645179005,20.2088455949704,6.20215729450932
"Culicicapa ceylonensis3","Southern_Ghats_East","winter","Culicicapa ceylonensis",600,2600,1870.9827589562,522.047567588327,16.2800682490398,3.25750202029177
"Cyornis pallidipes2","Southern_Ghats_East","winter","Cyornis pallidipes",400,2400,1513.97758807188,754.527775067421,18.5307359168664,4.89115914112266
"Cyornis rubeculoides","Southern_Ghats_East","winter","Cyornis rubeculoides",0,1800,809.350040901095,488.00322283909,23.1245828295588,3.23160348010776
"Cyornis tickelliae2","Southern_Ghats_East","winter","Cyornis tickelliae",200,2400,994.888365539837,621.949479081519,21.9280624824268,4.10983786482635
"Dendrocitta leucogastra2","Southern_Ghats_East","winter","Dendrocitta leucogastra",600,1600,1099.66177682925,274.450124729847,21.131498762927,1.79850407354972
"Dendrocitta vagabunda3","Southern_Ghats_East","winter","Dendrocitta vagabunda",0,2200,541.962292321433,477.066116638526,24.8056197691495,3.04181392204943
"Dendronanthus indicus","Southern_Ghats_East","winter","Dendronanthus indicus",0,1600,715.0258219987,487.710777843289,23.6614841519304,3.17965690282339
"Dicaeum agile","Southern_Ghats_East","winter","Dicaeum agile",0,2000,961.454710680492,468.572336267533,22.0881576660247,3.07393768184924
"Dicaeum concolor2","Southern_Ghats_East","winter","Dicaeum concolor",400,2400,1370.02537344084,477.88593196477,19.4234353657452,3.07605295029327
"Dicaeum erythrorhynchos2","Southern_Ghats_East","winter","Dicaeum erythrorhynchos",0,2200,667.623748249414,587.186631486131,24.0628363646411,3.82495353647763
"Dicrurus aeneus4","Southern_Ghats_East","winter","Dicrurus aeneus",400,1800,881.395412966487,360.347914873335,22.6370324477067,2.43451381171448
"Dicrurus caerulescens2","Southern_Ghats_East","winter","Dicrurus caerulescens",200,1800,756.735127391925,397.575924286443,23.4915706918038,2.66775140375177
"Dicrurus leucophaeus3","Southern_Ghats_East","winter","Dicrurus leucophaeus",0,2400,1032.44633416171,652.286215491026,21.6622140627405,4.25734164902772
"Dicrurus macrocercus5","Southern_Ghats_East","winter","Dicrurus macrocercus",0,1800,394.088694979474,530.80828332611,25.7136280640888,3.33219784830273
"Dicrurus paradiseus2","Southern_Ghats_East","winter","Dicrurus paradiseus",400,1600,1039.796297854,316.815930352353,21.5408281453015,2.12476653415659
"Dinopium benghalense2","Southern_Ghats_East","winter","Dinopium benghalense",0,2200,610.711162292558,558.680921967271,24.3778062751149,3.60770196639856
"Dinopium javanense2","Southern_Ghats_East","winter","Dinopium javanense",800,2000,1134.85791692552,332.27508229992,20.9056397687477,2.11197725990883
"Dryocopus javensis2","Southern_Ghats_East","winter","Dryocopus javensis",800,1600,1130.56114455268,288.848445031218,20.9228094396755,1.87555964791594
"Ducula aenea2","Southern_Ghats_East","winter","Ducula aenea",400,1000,692.450487234698,333.516386904539,23.9263782733444,2.24880517935803
"Dumetia atriceps2","Southern_Ghats_East","winter","Dumetia atriceps",800,1600,1250.00248134977,238.744961479063,20.1455719365225,1.54323954621333
"Dumetia hyperythra2","Southern_Ghats_East","winter","Dumetia hyperythra",400,2000,990.134906876929,587.147270504141,21.9423358161356,3.84064915397902
"Elanus caeruleus21","Southern_Ghats_East","winter","Elanus caeruleus",0,2000,595.104442948152,565.916637763317,24.4864601873642,3.63213781612802
"Eremopterix griseus1","Southern_Ghats_East","winter","Eremopterix griseus",0,400,156.087253436792,169.654205113347,27.120278079366,0.738260605483982
"Eudynamys scolopaceus4","Southern_Ghats_East","winter","Eudynamys scolopaceus",0,800,306.134389641795,375.201058732749,26.2627484638986,2.30277607723225
"Eumyias albicaudatus2","Southern_Ghats_East","winter","Eumyias albicaudatus",1200,2600,1885.43677362708,413.190446997317,16.1768629189029,2.55428264021184
"Eumyias thalassinus2","Southern_Ghats_East","winter","Eumyias thalassinus",400,2000,916.441574824311,486.091437692593,22.4261678400583,3.23926335815074
"Euodice malabarica2","Southern_Ghats_East","winter","Euodice malabarica",0,800,330.650630139921,287.870570089402,26.1390721719559,1.65711990254118
"Falco peregrinus18","Southern_Ghats_East","winter","Falco peregrinus",0,2000,830.501815590437,703.412359473978,22.8810386845857,4.45371004546498
"Falco tinnunculus51","Southern_Ghats_East","winter","Falco tinnunculus",0,2200,1030.06368342432,727.683485013445,21.6278376275707,4.68302770367239
"Ficedula nigrorufa2","Southern_Ghats_East","winter","Ficedula nigrorufa",1400,2400,2000.93669025728,318.516101528569,15.3915620541239,2.05655292674121
"Ficedula ruficauda","Southern_Ghats_East","winter","Ficedula ruficauda",400,2400,1324.48100715868,614.604544017771,19.7515098761264,3.97999309372886
"Galloperdix spadicea2","Southern_Ghats_East","winter","Galloperdix spadicea",400,2000,1224.45626520004,484.701857871651,20.3750278686782,3.14107844542446
"Gallus sonneratii2","Southern_Ghats_East","winter","Gallus sonneratii",200,2600,1322.13359680074,683.477453007597,19.7861297263514,4.40461118217877
"Geokichla citrina2","Southern_Ghats_East","winter","Geokichla citrina",0,1800,839.887338016651,552.407273697179,22.9182376202305,3.63622360901998
"Glaucidium radiatum2","Southern_Ghats_East","winter","Glaucidium radiatum",200,1800,995.37565832102,432.666297724772,21.8728358218368,2.85755381619295
"Gracula indica2","Southern_Ghats_East","winter","Gracula indica",400,2000,1131.36742726717,343.957916382255,20.9371026729048,2.23049919811375
"Gymnoris xanthocollis","Southern_Ghats_East","winter","Gymnoris xanthocollis",0,2200,872.658593768586,701.380878922231,22.6852489216461,4.54843644273115
"Harpactes fasciatus2","Southern_Ghats_East","winter","Harpactes fasciatus",600,2000,1188.14338263739,357.696783940266,20.5667873222955,2.32214943327802
"Hemicircus canente2","Southern_Ghats_East","winter","Hemicircus canente",800,2000,1092.65788588073,394.753920459622,21.175962450136,2.53040228870561
"Hemiprocne coronata2","Southern_Ghats_East","winter","Hemiprocne coronata",200,2200,945.538877812691,660.082809991529,22.2555320215853,4.38401942526364
"Hemipus picatus2","Southern_Ghats_East","winter","Hemipus picatus",400,2200,1358.15195944591,565.142474512982,19.5378639843801,3.67994753712364
"Hieraaetus pennatus4","Southern_Ghats_East","winter","Hieraaetus pennatus",0,2200,871.757948503954,836.071917373391,22.6144195864376,5.36903563257863
"Hierococcyx varius2","Southern_Ghats_East","winter","Hierococcyx varius",0,2000,623.411959346081,496.908723158394,24.3050509525279,3.22005362654195
"Hirundapus giganteus2","Southern_Ghats_East","winter","Hirundapus giganteus",400,1600,1005.48740441001,420.782353718976,21.7741951333697,2.79081261712686
"Hypothymis azurea4","Southern_Ghats_East","winter","Hypothymis azurea",200,1600,1050.92967372863,401.47639687907,21.4891829156237,2.67720465230013
"Hypsipetes ganeesa2","Southern_Ghats_East","winter","Hypsipetes ganeesa",400,2400,1452.60969643199,483.32010693925,18.8890527610786,3.11061764224115
"Ictinaetus malaiensis4","Southern_Ghats_East","winter","Ictinaetus malaiensis",200,2600,1354.02675663915,788.824609526396,19.6341080757276,5.01108879969786
"Iduna caligata","Southern_Ghats_East","winter","Iduna caligata",0,600,264.717533098935,192.123071079341,26.6097647096511,0.958521289847236
"Irena puella2","Southern_Ghats_East","winter","Irena puella",400,2400,1005.30061123397,396.833064362894,21.7943216999287,2.63323971135592
"Lalage melanoptera2","Southern_Ghats_East","winter","Lalage melanoptera",0,2200,734.003435335912,507.528808483944,23.646772316727,3.35870614003708
"Lanius cristatus1","Southern_Ghats_East","winter","Lanius cristatus",0,2400,728.98289869616,641.592538731287,23.6132006692175,4.14455260051263
"Lanius schach5","Southern_Ghats_East","winter","Lanius schach",200,2400,1736.4049571692,606.887959740172,17.0969177599751,3.93556092398089
"Lanius vittatus1","Southern_Ghats_East","winter","Lanius vittatus",0,2200,600.598079031595,479.00294471137,24.5104904902575,3.10856652524495
"Larvivora brunnea2","Southern_Ghats_East","winter","Larvivora brunnea",600,2200,1360.34443638107,408.995350301632,19.4631665589992,2.6286822986965
"Leiopicus mahrattensis","Southern_Ghats_East","winter","Leiopicus mahrattensis",400,1400,710.29907158722,271.70910326556,23.797801539057,1.89116259181866
"Leptocoma minima2","Southern_Ghats_East","winter","Leptocoma minima",400,2400,1281.62685014674,453.690093981923,19.9809632829696,2.93194582191188
"Leptocoma zeylonica2","Southern_Ghats_East","winter","Leptocoma zeylonica",0,1800,543.919809620552,484.657907089856,24.812549954559,3.09397399085984
"Lonchura punctulata6","Southern_Ghats_East","winter","Lonchura punctulata",0,1000,412.831741976956,353.094574794035,25.623643084735,2.16997185609531
"Lonchura striata4","Southern_Ghats_East","winter","Lonchura striata",0,1600,632.005981334371,387.710781507182,24.3102602864831,2.58068996240142
"Loriculus vernalis2","Southern_Ghats_East","winter","Loriculus vernalis",400,2400,1135.13885279107,439.964639410671,20.9438175376398,2.88528331637239
"Lyncornis macrotis","Southern_Ghats_East","winter","Lyncornis macrotis",800,1600,1112.53558051802,277.788438224121,21.0397120207288,1.80386254927208
"Machlolophus aplonotus2","Southern_Ghats_East","winter","Machlolophus aplonotus",600,2400,1783.83237303732,428.436293250896,16.7726103209279,2.75427607842371
"Merops leschenaulti2","Southern_Ghats_East","winter","Merops leschenaulti",200,2600,1135.62337650255,817.01106085585,21.0760181886891,5.22443744902792
"Merops orientalis2","Southern_Ghats_East","winter","Merops orientalis",0,800,434.837603299323,311.25873925164,25.5595830258253,1.92612441224461
"Micropternus brachyurus2","Southern_Ghats_East","winter","Micropternus brachyurus",400,2000,1039.87295833356,443.776972156853,21.5871710301836,2.93828041000408
"Milvus migrans11","Southern_Ghats_East","winter","Milvus migrans",0,1800,350.344541371813,539.540803948821,25.9403928871783,3.3590676729995
"Mirafra affinis2","Southern_Ghats_East","winter","Mirafra affinis",0,800,264.567329336594,236.612799090946,26.5469664649466,1.32432887071766
"Montecincla fairbanki2","Southern_Ghats_East","winter","Montecincla fairbanki",1200,2600,2057.03563224426,397.640154992384,15.1192401823231,2.42321331840892
"Monticola cinclorhyncha2","Southern_Ghats_East","winter","Monticola cinclorhyncha",400,2000,1185.02747154324,608.71584411901,20.6908579786837,3.95941983554429
"Monticola solitarius11","Southern_Ghats_East","winter","Monticola solitarius",0,1800,1048.45696899803,609.018135033389,21.4685070933851,3.88022837471983
"Motacilla flava2","Southern_Ghats_East","winter","Motacilla flava",0,2200,446.37250726273,949.86767756617,25.2955004621913,6.05368401660159
"Muscicapa dauurica","Southern_Ghats_East","winter","Muscicapa dauurica",0,2200,834.62545038746,538.623317615605,22.9313502036281,3.52143613696105
"Muscicapa muttui","Southern_Ghats_East","winter","Muscicapa muttui",200,1800,856.173908481862,456.364167721803,22.8101359892067,3.0389004023519
"Ninox scutulata2","Southern_Ghats_East","winter","Ninox scutulata",400,1600,1038.88769791535,317.080399745002,21.536059803653,2.14450797798907
"Nisaetus cirrhatus2","Southern_Ghats_East","winter","Nisaetus cirrhatus",400,1200,718.377140890872,436.122297150217,23.7520077969189,2.89202131380653
"Ocyceros griseus2","Southern_Ghats_East","winter","Ocyceros griseus",400,1600,1091.73337144629,316.886332602471,21.190541418873,2.08158666269746
"Oriolus kundoo2","Southern_Ghats_East","winter","Oriolus kundoo",0,2200,699.087322299884,535.835783525908,23.7950773613453,3.46703452637295
"Oriolus xanthornus2","Southern_Ghats_East","winter","Oriolus xanthornus",200,2200,783.621147049302,486.777342345692,23.3255465489103,3.24152116548717
"Orthotomus sutorius3","Southern_Ghats_East","winter","Orthotomus sutorius",0,2200,556.935210516159,498.494909738679,24.718427013595,3.19498929438436
"Ortygornis pondicerianus3","Southern_Ghats_East","winter","Ortygornis pondicerianus",0,800,284.035823547884,246.54855954215,26.450307471603,1.40537914009824
"Otus bakkamoena2","Southern_Ghats_East","winter","Otus bakkamoena",0,1800,845.901424334777,528.552513160257,22.8845845095933,3.46795555549939
"Parus cinereus3","Southern_Ghats_East","winter","Parus cinereus",400,2400,1069.61724984395,638.859723158745,21.4252480513241,4.19827454940938
